9.5,1.1,2.5,0.8,0.011531988,0.015912968,0.022123868,0.031292106,0.04558751,0.069586347,0.114114524,0.208103449,0.430763095,0.822812582,0.624915731,0.256388282,0.116110188,0.059728215,0.032974569,0.018620644,0.010271866,0.005210007,0.002161449,0.000518707,2.13E-05,0.000632635,0.002496648,0.0059434,0.011526085,0.020029663,0.032200816,0.047059435,0.053136543,0.010262366,0.407901705,0.592714675,0.389019767,0.205358426,0.100960556,0.047301558,0.017322191,0.003284315,0.000759492,0.009282754,0.03121213,0.065649903,0.131371417,0.229207686,0.361804485,0.504872612,0.680859528,0.815148358,0.888345106,0.906428813,0.891452639,0.863468701,0.835566506,0.813591845,0.799674905,0.794528441,0.798142917,0.80979068,0.828377469,0.852090765,0.878010009
8,0.9,1,0.4,0.009643074,0.013241223,0.018277231,0.025579271,0.036690669,0.054733441,0.0867433,0.150716613,0.298020189,0.64201039,0.815256244,0.362699324,0.149308306,0.071064416,0.036783947,0.019431923,0.009805972,0.004268306,0.001247266,6.68E-05,0.00054024,0.002812869,0.007340367,0.014941264,0.026933717,0.045314596,0.073057446,0.11429058,0.174434109,0.259475766,0.372656755,0.508032961,0.631987814,0.458441619,0.871039119,0.539300795,0.749314143,0.904986214,0.914865794,0.913463168,0.915253079,0.918172846,0.916252607,0.89643308,0.841906774,0.742128399,0.604963428,0.45789371,0.327690553,0.226750652,0.154513254,0.104654633,0.071028198,0.048240089,0.032727302,0.022028992,0.014469417,0.010462698,0.007453524,0.004710039,0.002954097
9.5,1.3,1.5,1,0.015436387,0.021371362,0.029827612,0.042375051,0.062032426,0.095137005,0.156353966,0.28231716,0.551390092,0.873176175,0.603628128,0.27464125,0.133543129,0.071536758,0.040525144,0.023310386,0.013050457,0.006710626,0.002830309,0.000700791,2.58E-05,0.000771854,0.003118107,0.007442337,0.014306437,0.024286246,0.037129936,0.048091246,0.035008863,0.045330918,0.692106222,0.739456272,0.553399071,0.308904539,0.193697687,0.094688976,0.038054988,0.008538328,0.001100575,0.01720933,0.064463912,0.149492515,0.288319507,0.475723599,0.670951661,0.817064735,0.888122208,0.899668295,0.88110538,0.854190038,0.830051554,0.809842311,0.810618831,0.815095842,0.828267088,0.848868398,0.873647645,0.897210749,0.910533187,0.901660338,0.858363443
9.5,0.9,2.5,0.6,0.017122276,0.023998874,0.034030785,0.049366949,0.074327018,0.118466569,0.205060468,0.392001599,0.745992055,0.815277594,0.413655072,0.193035503,0.100238046,0.05642327,0.033098647,0.01950811,0.011107909,0.00576186,0.002418681,0.000570663,2.92E-05,0.000845889,0.003301541,0.007962298,0.015762386,0.028003832,0.045316525,0.059345601,0.016081758,0.505156437,0.489301404,0.213705858,0.073430909,0.01845974,0.001222411,0.00536662,0.026593523,0.064143176,0.12694532,0.212775167,0.336926998,0.486185939,0.642639937,0.777323364,0.866962994,0.908185105,0.91357366,0.900185117,0.881316786,0.864661889,0.85418163,0.848604204,0.859300837,0.872554969,0.889931897,0.906660084,0.914954127,0.903540943,0.860503759,0.778746087,0.662077798
9,1.3,1.5,0.2,0.019407236,0.026864614,0.037482009,0.053219737,0.077825193,0.119078242,0.1945128,0.344963306,0.636903394,0.891978715,0.594531722,0.283613831,0.141612382,0.076300356,0.042857962,0.024113622,0.012969582,0.0061956,0.002235492,0.000330891,0.00016774,0.001719916,0.005184729,0.010974005,0.019733669,0.032401714,0.050257833,0.074983785,0.108684645,0.153541862,0.210247979,0.26471287,0.164824487,0.669164407,0.795866135,0.389411744,0.290442624,0.646961964,0.813149829,0.891428664,0.922753037,0.928247286,0.92046037,0.911376642,0.903779563,0.900501963,0.9027275,0.909770937,0.919009038,0.925407117,0.920472362,0.893360087,0.833280035,0.739136503,0.616431515,0.48446322,0.361927001,0.259897562,0.181242471,0.123199645,0.081393826
9.5,0.7,1,0.4,0.056496622,0.083820138,0.127300191,0.200083367,0.327314604,0.545451548,0.828590948,0.901434395,0.651189898,0.39894171,0.245702648,0.158103333,0.105839544,0.072764741,0.050680499,0.035261144,0.024125782,0.015930675,0.009934152,0.005793078,0.003527162,0.004838769,0.064261837,0.379612615,0.51422242,0.229602704,0.003908808,0.015714442,0.062399267,0.13953301,0.253517135,0.404960368,0.576520337,0.732519361,0.840960808,0.895849698,0.91340514,0.913906465,0.911022466,0.910342247,0.909006715,0.893861863,0.839492196,0.720514953,0.542813082,0.357385632,0.212513168,0.118886962,0.064196044,0.033810243,0.017438164,0.008730882,0.00433614,0.002289573,0.001560458,0.001856817,0.004215948,0.014692478,0.06859527,0.417212271,0.468477186
9,0.7,1,0.2,0.03885872,0.05640377,0.083405011,0.127154792,0.202417599,0.338923798,0.580519038,0.871300963,0.843609371,0.535067719,0.30662338,0.182292011,0.113818433,0.073464903,0.048006647,0.031020813,0.019213927,0.010842656,0.005014769,0.00138532,5.46E-05,0.001589456,0.00711247,0.018079389,0.032559133,0.011270589,0.534506973,0.564978671,0.009559879,0.153704304,0.358844438,0.57104887,0.744932896,0.85278981,0.902315422,0.917765811,0.919891104,0.919398801,0.917825516,0.907663348,0.871981292,0.789389173,0.651045973,0.481129703,0.32261241,0.202381705,0.122294484,0.072454551,0.042335095,0.024380227,0.01376458,0.007566347,0.004085094,0.002104497,0.001083858,0.000622385,0.000510039,0.000795046,0.002149449,0.007990599,0.037401814
8,0.9,1,1.2,0.003668976,0.004902289,0.006541905,0.008775044,0.011919975,0.016554375,0.023821905,0.036245051,0.060300141,0.11639368,0.286030594,0.767952225,0.357468526,0.098902372,0.037452267,0.016138112,0.006924213,0.002535611,0.000541098,2.28E-05,0.000673503,0.002510788,0.005802209,0.011096839,0.019341972,0.032134935,0.05214218,0.083874589,0.134781802,0.215899231,0.336694504,0.472433116,0.43114357,0.089219529,0.318184276,0.247822349,0.159478071,0.085778979,0.031078624,0.002319559,0.03038299,0.181732998,0.485714586,0.760869611,0.863494052,0.87453298,0.870673981,0.875563232,0.887371766,0.888833879,0.851137137,0.749079851,0.591751638,0.424109311,0.285553768,0.186671635,0.1220775,0.079450974,0.051970722,0.034070608,0.022284399
8,1.1,2,0.6,0.002598286,0.00342277,0.004490845,0.005901996,0.007818704,0.010522092,0.014534812,0.020921659,0.03214843,0.054985869,0.113267281,0.31930674,0.779777884,0.182545723,0.051741074,0.019866925,0.008392376,0.003407629,0.001110091,0.000166256,4.64E-05,0.000538724,0.001582589,0.003206495,0.005505771,0.008638519,0.012838606,0.018429772,0.025860581,0.035748322,0.048960497,0.066702626,0.090661266,0.123205065,0.167565588,0.227867042,0.30847864,0.398874974,0.505969545,0.419551634,0.740567004,0.770777511,0.497740637,0.129098852,0.13036554,0.635398183,0.856162801,0.89597022,0.885061879,0.864088606,0.855136835,0.855366039,0.863469475,0.878885787,0.896237351,0.911733053,0.915233897,0.893092176,0.83788348,0.749710554,0.639121397
9,0.9,2.5,0.8,0.007414563,0.010096079,0.013801123,0.019097672,0.027028736,0.039683141,0.061705291,0.104979127,0.205209297,0.474092603,0.845365222,0.398665337,0.145802836,0.065089796,0.032753389,0.017269563,0.008968615,0.004254414,0.001590668,0.000286752,5.62E-05,0.000851139,0.002812609,0.006283231,0.011878944,0.020647948,0.034318026,0.055644413,0.088110763,0.129164463,0.117429922,0.126362197,0.425513953,0.252955715,0.120023031,0.050742286,0.016150212,0.001830128,0.003354178,0.016013268,0.050383942,0.096118211,0.194670573,0.331281073,0.502929175,0.679890733,0.817164204,0.889204841,0.905713316,0.892017645,0.867400372,0.849498334,0.838685706,0.836920289,0.844817153,0.860862692,0.881895338,0.902398121,0.913710382,0.904211593,0.862327634
