9,0.3,1,1,-0.766666667
9.5,0.3,0.5,0.4,-0.8
8.5,0.7,2.5,0.6,-0.666666667
9,0.5,1.5,1.2,-0.733333333
9.5,0.7,2,1.2,-0.7
9,0.5,1.5,1,-0.733333333
9,1.3,2.5,0.2,-0.666666667
9,1.1,2,1.2,-0.633333333
8.5,0.7,2.5,0.4,-0.7
9,1.3,0.5,0.4,-0.7
8.5,0.5,2.5,0.4,-0.7
9.5,0.7,2.5,0.4,-0.733333333
8,1.3,2.5,0.8,-0.566666667
9,1.1,2,1,-0.666666667
8,1.1,1.5,1,-0.6
8.5,0.9,0.5,0.2,-0.7
8,0.5,0.5,0.2,-0.733333333
